140.12,-0.29546,1.9675,0.39805,2.5083,-0.043873,1.1699,0,0,-4.9056,-11.507,0.19629,-0.33886,-0.16415,2.8305,1,1
150.13,-0.16277,1.8823,0.19604,1.912,0.03482,0.91087,0,0,-1.283,-14.073,2.4453,1.9863,-0.26602,3.2567,0,0
160.13,-0.355,2.3181,0.50001,1.2963,0.12519,0.32791,0,0,-0.58688,-7.1874,2.3324,4.8747,-0.5771,2.2156,0,0
170.14,-0.57558,2.8925,1.0299,0.88637,0.141,0.024337,0,0,-1.2767,-0.38548,3.0059,3.209,-0.5312,0.55769,0,0
180.15,-0.52681,3.0025,1.0037,0.35502,0.073889,0.066595,0,0,-0.37956,0.47837,2.4535,-0.06417,-0.30111,0.53108,0,0
190.16,-0.40079,2.4796,0.65172,-0.017827,0.040276,0.1235,0,0,-0.19154,-2.6876,1.8519,-1.8592,-0.15146,-0.62098,0,0
200.17,-0.35892,1.5956,0.48714,-0.37993,0.065433,-0.044107,0,0,-0.5675,-3.2783,0.86537,-3.0006,-0.16369,-2.1492,0,0
210.18,-0.38652,1.0142,0.54256,-0.67958,0.077944,-0.28195,0,0,-1.1749,-3.1117,0.29209,-3.7052,-0.14914,-2.7833,0,0
220.18,-0.39916,0.47851,0.58751,-1.0076,0.064512,-0.53483,0,0,-1.3454,-4.2479,-0.086706,-3.7881,-0.12368,-2.973,0,0
230.19,-0.3265,-0.052005,0.55902,-1.24,0.046172,-0.65959,0,0,-1.0859,-4.9129,-0.54382,-3.3488,-0.095368,-3.2323,0,0
240.2,-0.21099,-0.90838,0.4718,-1.4767,0.027727,-0.71798,0,0,-0.47663,-4.9756,-0.50716,-2.6623,-0.054923,-3.3685,0,0
250.21,-0.1087,-1.5493,0.30367,-1.5645,0.026882,-0.72337,0,0,-0.045551,-4.6154,-0.28543,-1.8051,-0.0080803,-3.3359,0,0
260.22,-0.11742,-2.1701,0.20504,-1.3951,0.051181,-0.61129,0,0,0.16814,-3.5877,-0.15471,-1.153,0.042378,-3.2906,0,0
270.23,-0.20634,-2.6148,0.26595,-1.0414,0.066392,-0.43256,0,0,0.13103,-2.647,-0.091675,-0.56061,0.10962,-3.2209,0,0
280.24,-0.28926,-2.9432,0.38623,-0.29821,0.048021,-0.12218,0,0,-0.094121,-1.7901,-0.097374,-0.18384,0.14546,-3.1444,0,0
290.24,-0.23292,-2.9812,0.37016,0.51429,0.021022,0.24683,0,0,-0.31382,-1.2957,-0.14402,0.13568,0.14794,-3.0656,0,0
300.25,-0.18525,-2.7458,0.37178,1.1214,0.015231,0.51865,0,0,-0.47536,-0.82266,-0.15959,0.34711,0.1392,-3.021,0,0
310.26,-0.21361,-2.1051,0.3392,1.82,0.023797,0.82561,0,0,-0.46326,-0.38677,-0.13941,0.471,0.1191,-2.9745,0,0
320.27,-0.36379,-1.1901,0.39176,2.3885,0.024939,1.0827,0,0,-0.30579,0.10554,-0.075417,0.49062,0.10321,-2.9336,0,0
330.28,-0.48623,-0.46046,0.43978,2.8328,0.011381,1.2274,0,0,-0.17078,0.4956,-0.028619,0.40268,0.080528,-2.8855,0,0
340.29,-0.47655,0.32776,0.36957,2.9692,0.009941,1.208,0,0,-0.07265,0.93357,-0.027955,0.26858,0.062353,-2.8421,0,0
350.29,-0.45424,0.93125,0.36415,2.95,0.025141,1.0684,0,0,-0.052076,1.2837,-0.073254,0.023177,0.043308,-2.7855,0,0
360.3,-0.47931,1.7699,0.50516,2.7842,0.042885,0.77221,0,0,-0.055906,1.5634,-0.14447,-0.20229,0.033154,-2.7357,0,0
370.31,-0.53689,2.4424,0.67239,2.4991,0.044614,0.53105,0,0,-0.030218,1.6826,-0.17978,-0.48621,0.037592,-2.6689,0,0
380.32,-0.50325,2.966,0.84605,1.7318,0.039375,0.2439,0,0,0.04877,1.7147,-0.24724,-0.70386,0.045233,-2.5971,0,0
390.33,-0.36473,2.9255,0.84443,0.90754,0.029789,0.0045957,0,0,0.087514,1.703,-0.34499,-0.86333,0.0614,-2.4513,0,0
400.34,-0.16992,2.3019,0.70591,-0.14458,0.01557,-0.32863,0,0,0.10743,1.6129,-0.44339,-0.92496,0.079246,-2.2864,0,0
410.34,-0.077053,1.6861,0.58441,-0.85018,0.011015,-0.56596,0,0,0.093741,1.4916,-0.52776,-0.88973,0.1107,-2.0167,0,0
420.35,-0.1215,0.73488,0.53229,-1.5602,0.03226,-0.79163,0,0,0.071512,1.3203,-0.57233,-0.78199,0.1348,-1.7563,0,0
430.36,-0.25565,-0.044118,0.626,-2.0065,0.045646,-0.94696,0,0,0.091538,1.1733,-0.56774,-0.55022,0.16418,-1.406,0,0
440.37,-0.44858,-0.88718,0.52964,-2.2455,0.04872,-1.0702,0,0,0.20906,1.0671,-0.50457,-0.32938,0.18996,-1.1031,0,0
450.38,-0.49515,-1.5482,0.3607,-2.162,0.056827,-1.0156,0,0,0.33009,0.98762,-0.42282,-0.13788,0.21201,-0.81207,0,0
460.39,-0.40994,-2.4986,0.33908,-1.643,0.0738,-0.70815,0,0,0.46497,0.87741,-0.33782,0.10596,0.23662,-0.40484,0,0
470.39,-0.26236,-3.1601,0.44578,-1.0712,0.088207,-0.46379,0,0,0.53974,0.74578,-0.22364,0.28614,0.24641,-0.090256,0,0
480.4,-0.011374,-3.2514,0.49918,-0.21949,0.08757,-0.21765,0,0,0.5409,0.51091,-0.080029,0.44094,0.24478,0.27384,0,0
490.41,0.092639,-2.9191,0.51164,0.43661,0.091126,-0.005313,0,0,0.52449,0.2086,0.03256,0.5601,0.22275,0.63588,0,0
500.42,-0.066876,-2.2389,0.50501,1.0322,0.092293,0.2607,0,0,0.527,-0.23391,0.14419,0.62797,0.19682,0.87061,0,0
510.43,-0.20627,-1.6691,0.42804,1.3615,0.085209,0.42131,0,0,0.52259,-0.65179,0.27353,0.67002,0.17105,1.0362,0,0
520.44,-0.3186,-0.98715,0.32657,1.5592,0.079956,0.53039,0,0,0.53175,-1.2803,0.44611,0.68062,0.12792,1.1772,0,0
530.44,-0.36903,-0.52196,0.33729,1.5819,0.080387,0.55716,0,0,0.52267,-1.733,0.5491,0.67075,0.090401,1.2277,0,0
540.45,-0.39757,-0.01225,0.44644,1.4038,0.079937,0.49889,0,0,0.44257,-2.2184,0.59774,0.63026,0.03773,1.2221,0,0
550.46,-0.38453,0.28751,0.5378,1.1468,0.077101,0.4232,0,0,0.32363,-2.6568,0.60708,0.58396,-0.015481,1.183,0,0
560.47,-0.33661,0.45482,0.54712,0.76143,0.07068,0.32752,0,0,0.13373,-3.1915,0.56751,0.55416,-0.10294,1.0643,0,0
570.48,-0.29486,0.48686,0.529,0.4094,0.07183,0.21976,0,0,-0.0023519,-3.6591,0.4819,0.5422,-0.19265,0.91008,0,0
580.49,-0.29855,0.45623,0.53016,0.068512,0.07253,0.049752,0,0,-0.0069849,-4.0742,0.38266,0.58016,-0.29649,0.64039,0,0
590.5,-0.32689,0.47635,0.54839,-0.10137,0.069293,-0.029652,0,0,0.018335,-4.2041,0.31329,0.64522,-0.37857,0.33664,0,0
600.5,-0.41122,0.36622,0.57351,-0.21554,0.06215,-0.079091,0,0,0.06459,-4.1172,0.17682,0.69481,-0.42543,0.085273,0,0
610.51,-0.50051,0.13423,0.52003,-0.27457,0.046801,-0.11881,0,0,0.075424,-3.8633,0.049582,0.72586,-0.4574,-0.21394,0,0
620.52,-0.48291,0.013931,0.44823,-0.25062,0.032783,-0.16724,0,0,0.019211,-3.4153,-0.11148,0.7163,-0.46652,-0.44734,0,0
630.53,-0.43695,-0.052258,0.45914,-0.26088,0.025388,-0.19172,0,0,-0.021465,-3.0127,-0.23685,0.64499,-0.45741,-0.72094,0,0
640.54,-0.38808,-0.1259,0.46786,-0.33663,0.012534,-0.22194,0,0,0.0036244,-2.4658,-0.39146,0.55104,-0.43058,-0.926,0,0
650.55,-0.32286,-0.063292,0.37424,-0.35409,-0.00068979,-0.2052,0,0,0.059417,-2.0292,-0.50027,0.3911,-0.365,-1.1232,0,0
660.55,-0.29587,-0.062087,0.36098,-0.34088,-0.002154,-0.15703,0,0,0.12523,-1.5697,-0.65407,0.25163,-0.29891,-1.2587,0,0
670.56,-0.32825,-0.1487,0.45992,-0.38884,0.00052386,-0.15793,0,0,0.17111,-1.2253,-0.77958,0.1157,-0.19254,-1.3917,0,0
680.57,-0.32282,-0.32792,0.4948,-0.48838,0.00024254,-0.1903,0,0,0.15936,-0.78697,-0.91806,0.042613,-0.095901,-1.4588,0,0
690.58,-0.272,-0.50287,0.48966,-0.57309,0.0018589,-0.19545,0,0,0.1592,-0.42896,-1.0057,0.012643,-0.0022133,-1.4842,0,0
700.59,-0.20886,-0.80317,0.50158,-0.6872,0.007875,-0.18788,0,0,0.22581,0.021755,-1.0704,0.02125,0.13511,-1.4586,0,0
710.6,-0.18604,-1.0605,0.50736,-0.75884,0.010938,-0.17443,0,0,0.30232,0.36488,-1.0786,0.04696,0.24577,-1.3864,0,0
720.6,-0.15401,-1.322,0.44813,-0.75332,0.0022127,-0.12744,0,0,0.37742,0.73505,-1.0409,0.095481,0.36762,-1.221,0,0
730.61,-0.12877,-1.5048,0.39451,-0.68547,-0.0047919,-0.073978,0,0,0.43425,0.99511,-1.0024,0.14931,0.45525,-1.0453,0,0
740.62,-0.18305,-1.7234,0.47292,-0.52666,0.00056592,0.012529,0,0,0.48868,1.26,-0.94696,0.24066,0.5401,-0.76907,0,0
750.63,-0.22557,-1.7793,0.53572,-0.32667,0.0026063,0.10369,0,0,0.55833,1.4864,-0.89081,0.32817,0.59642,-0.51681,0,0
760.64,-0.27064,-1.6985,0.53783,0.029279,0.0059505,0.28116,0,0,0.63362,1.7115,-0.77733,0.4274,0.6509,-0.17044,0,0
770.65,-0.27833,-0.28949,0.52346,0.10545,-0.021994,0.12151,0,0,-1.7936,-0.58631,-0.82521,1.3148,1.6023,-0.76928,0,0
780.65,-0.27856,-0.35512,0.53684,0.05844,-0.020736,0.086128,0,0,-1.3889,-0.51895,-0.4281,1.4319,1.5689,-0.64598,0,0
790.66,-0.2496,-0.40154,0.50285,0.0066316,-0.024291,0.053756,0,0,-1.2311,-0.55473,-0.34737,1.4662,1.5242,-0.65435,0,0
800.67,-0.20853,-0.51202,0.51275,-0.012478,-0.020942,0.037712,0,0,-1.1491,-0.071159,-0.26183,1.412,1.4637,-0.66429,0,0
810.68,-0.23146,-0.61996,0.55521,-0.013108,-0.00837,0.044374,0,0,-1.0841,0.056505,-0.15557,1.2992,1.4017,-0.61124,0,0
820.69,-0.27714,-0.55625,0.5021,0.053241,-0.0027689,0.078747,0,0,-0.9033,0.083644,-0.036012,1.0837,1.3041,-0.6045,0,0
830.7,-0.32387,-0.43621,0.44092,0.16713,0.0093189,0.15519,0,0,-0.75148,0.13363,0.042221,0.90716,1.228,-0.61135,0,0
840.71,-0.37131,-0.24625,0.47062,0.33574,0.02883,0.24175,0,0,-0.57976,0.093426,0.12941,0.65246,1.1096,-0.58585,0,0
850.71,-0.37394,-0.12994,0.53337,0.40788,0.041943,0.2819,0,0,-0.3464,-0.031749,0.24325,0.48677,1.0225,-0.5597,0,0
860.72,-0.32223,-0.011138,0.55265,0.42106,0.053988,0.29308,0,0,-0.23394,-0.10062,0.29905,0.27654,0.89992,-0.5046,0,0
870.73,-0.26372,0.052323,0.54226,0.3643,0.064862,0.25843,0,0,-0.11757,-0.20513,0.38347,0.17788,0.79511,-0.43469,0,0
880.74,-0.2191,0.08286,0.52097,0.24145,0.080967,0.21386,0,0,0.021545,-0.27551,0.42508,0.08195,0.63495,-0.32518,0,0
890.75,-0.23474,0.080573,0.52632,0.12792,0.092653,0.16982,0,0,0.22122,-0.35006,0.515,0.047685,0.51133,-0.22662,0,0
900.76,-0.26892,0.033451,0.54566,-0.01522,0.099257,0.11831,0,0,0.41161,-0.37677,0.60503,0.039425,0.35838,-0.099457,0,0
910.76,-0.30205,-0.038689,0.53231,-0.11126,0.10112,0.081419,0,0,0.52641,-0.35396,0.66279,0.045359,0.23453,0.013474,0,0
920.77,-0.32361,-0.115,0.47351,-0.21711,0.10131,0.051771,0,0,0.67312,-0.35388,0.71448,0.052025,0.05967,0.15672,0,0
930.78,-0.31074,-0.18917,0.42881,-0.26125,0.09725,0.043934,0,0,0.7648,-0.31605,0.78683,0.060346,-0.068593,0.26725,0,0
940.79,-0.28515,-0.32072,0.42874,-0.28581,0.09803,0.042618,0,0,0.86404,-0.26661,0.8204,0.062478,-0.23731,0.43205,0,0
950.8,-0.27007,-0.40519,0.44317,-0.26445,0.10137,0.042933,0,0,0.8941,-0.24909,0.80879,0.043002,-0.36308,0.54134,0,0
960.81,-0.24794,-0.42613,0.44165,-0.17984,0.1011,0.061538,0,0,0.92062,-0.25983,0.79062,0.008391,-0.52519,0.68839,0,0
970.81,-0.24394,-0.45603,0.47902,-0.11036,0.10618,0.091943,0,0,0.92185,-0.27504,0.77889,-0.021213,-0.63446,0.79587,0,0
980.82,-0.27952,-0.50437,0.52381,-0.044044,0.11975,0.14408,0,0,0.94473,-0.36596,0.69844,-0.065912,-0.77725,0.92243,0,0
990.83,-0.27353,-0.52742,0.50731,0.030601,0.12494,0.194,0,0,0.95737,-0.40357,0.6316,-0.090636,-0.86618,1.0061,0,0
1000.8,-0.29409,-0.53047,0.50527,0.073243,0.14053,0.19685,0,0,0.96398,-0.45001,0.55758,-0.12907,-0.97184,1.1211,0,0
1010.8,-0.29654,-0.44461,0.55755,0.10434,0.159,0.21584,0,0,0.96038,-0.50948,0.4416,-0.16172,-1.0389,1.1772,0,0
1020.9,-0.27608,-0.35468,0.58669,0.11599,0.17487,0.24824,0,0,0.88598,-0.57254,0.3183,-0.20474,-1.1258,1.2388,0,0
1030.9,-0.26318,-0.32693,0.60537,0.12204,0.19828,0.26683,0,0,0.85428,-0.65495,0.21703,-0.20985,-1.1845,1.2715,0,0
1040.9,-0.25846,-0.2557,0.60174,0.12517,0.21988,0.27799,0,0,0.86436,-0.73402,0.048049,-0.18247,-1.2336,1.2965,0,0
1050.9,-0.26286,-0.23893,0.63242,0.099617,0.25103,0.30459,0,0,0.87863,-0.74173,-0.026227,-0.16433,-1.2534,1.3052,0,0
1060.9,-0.2766,-0.2203,0.65138,0.07583,0.27183,0.32385,0,0,0.8578,-0.79197,-0.13447,-0.14292,-1.2707,1.3052,0,0
1070.9,-0.24262,-0.22592,0.54417,0.054615,0.28925,0.36505,0,0,0.8514,-0.83544,-0.26069,-0.12046,-1.2689,1.2925,0,0
1080.9,-0.18772,-0.28668,0.39831,0.029639,0.30729,0.37943,0,0,0.86092,-0.88087,-0.39701,-0.089087,-1.2494,1.2583,0,0
1090.9,-0.17547,-0.32411,0.38845,-0.0084569,0.33471,0.38058,0,0,0.90629,-0.89589,-0.48882,-0.080631,-1.2172,1.2294,0,0
1100.9,-0.19904,-0.30899,0.38932,-0.036718,0.35024,0.36425,0,0,0.90903,-0.88067,-0.53958,-0.080631,-1.1647,1.1729,0,0
1110.9,-0.19965,-0.27358,0.40584,-0.067112,0.36225,0.35784,0,0,0.91877,-0.84875,-0.58428,-0.10157,-1.0831,1.0862,0,0
1120.9,-0.21082,-0.27667,0.40673,-0.069597,0.37283,0.37291,0,0,0.93619,-0.72505,-0.64049,-0.14352,-1.0164,1.0259,0,0
1130.9,-0.20444,-0.2989,0.43699,-0.041292,0.38855,0.4251,0,0,0.90983,-0.63725,-0.59627,-0.22793,-0.92764,0.93623,0,0
1141,-0.19557,-0.3602,0.421,-0.02182,0.38617,0.47153,0,0,0.8846,-0.52525,-0.56283,-0.30356,-0.86217,0.87409,0,0
1151,-0.1884,-0.3948,0.31683,-0.006379,0.38497,0.50194,0,0,0.89164,-0.50405,-0.59143,-0.40048,-0.78495,0.79389,0,0
1161,-0.19044,-0.40031,0.21456,0.017233,0.38399,0.51561,0,0,0.90041,-0.582,-0.59276,-0.45135,-0.71937,0.73512,0,0
1171,-0.1988,-0.3886,0.15578,0.027752,0.3803,0.51973,0,0,0.92175,-0.64999,-0.61449,-0.44643,-0.6279,0.67326,0,0
1181,-0.23559,-0.35495,0.14528,0.041429,0.36933,0.51613,0,0,0.92437,-0.73769,-0.64239,-0.42753,-0.55542,0.64128,0,0
1191,-0.27007,-0.31146,0.13871,0.074377,0.34883,0.52856,0,0,0.88207,-0.78288,-0.60577,-0.35489,-0.45342,0.61513,0,0
1201,-0.28476,-0.23113,0.070478,0.11221,0.3196,0.5526,0,0,0.81827,-0.75915,-0.58402,-0.29011,-0.38452,0.58658,0,0
1211,-0.29731,-0.16385,0.016317,0.13681,0.2995,0.57698,0,0,0.78972,-0.67262,-0.55886,-0.22137,-0.27856,0.53208,0,0
1221,-0.35386,-0.1109,0.010596,0.15227,0.28493,0.60883,0,0,0.75051,-0.46858,-0.46393,-0.21156,-0.21121,0.48797,0,0
1231,-0.40424,-0.08146,0.018798,0.15323,0.26442,0.62334,0,0,0.69098,-0.3505,-0.38056,-0.24454,-0.12716,0.42469,0,0
1241,-0.47222,-0.059273,0.040719,0.15985,0.24342,0.63842,0,0,0.61344,-0.19656,-0.33711,-0.28302,-0.077088,0.37617,0,0
1251,-0.53213,-0.052524,0.056367,0.14766,0.22722,0.62627,0,0,0.59071,-0.16857,-0.28584,-0.34784,0.00023219,0.30994,0,0
1261.1,-0.6556,0.00014763,0.052308,0.12219,0.19915,0.60953,0,0,0.54452,-0.17139,-0.15626,-0.39262,0.045389,0.27925,0,0
1271.1,-0.78535,0.037484,0.0078653,0.10828,0.17949,0.61423,0,0,0.48809,-0.21005,-0.15439,-0.442,0.090768,0.23724,0,0
1281.1,-0.93495,0.092559,-0.0097945,0.089445,0.15932,0.60741,0,0,0.40598,-0.26084,-0.11645,-0.45334,0.12443,0.21317,0,0
1291.1,-1.0644,0.15794,0.028128,0.062187,0.14667,0.59971,0,0,0.37401,-0.29818,-0.060912,-0.44404,0.16722,0.19205,0,0
1301.1,-1.203,0.26143,0.034695,0.0384,0.12489,0.59234,0,0,0.38243,-0.3034,-0.014175,-0.43296,0.18903,0.18376,0,0
1311.1,-1.2915,0.33749,0.024271,0.042937,0.11035,0.59898,0,0,0.40423,-0.27586,0.087632,-0.41093,0.21641,0.16407,0,0
1321.1,-1.3748,0.47607,0.049432,0.046433,0.10623,0.59783,0,0,0.41895,-0.17069,0.16299,-0.3958,0.22581,0.15836,0,0
1331.1,-1.427,0.64398,0.16241,0.030006,0.11052,0.57283,0,0,0.24081,-0.25604,-0.34896,-0.43895,0.25978,0.084735,0,0
1341.1,-1.4945,0.84287,0.32057,-0.0062173,0.10417,0.5628,0,0,-0.79193,0.25924,-0.86498,-0.52836,0.36152,0.0010301,0,0
1351.1,-1.5078,0.98684,0.41102,-0.061132,0.084253,0.57487,0,0,-2.5427,0.50975,-0.86293,-0.51153,0.5488,0.041961,0,0
1361.1,-1.4698,1.162,0.49085,-0.1507,0.07615,0.55591,0,0,-3.7623,-0.29291,0.56594,-0.52175,0.54899,-0.041527,0,0
1371.1,-1.4553,1.2678,0.59318,-0.30284,0.073704,0.52541,0,0,-2.0461,-0.62839,0.97831,-0.48064,0.33392,-0.28107,0,0
1381.2,-1.435,1.3257,0.7467,-0.43962,0.067019,0.50703,0,0,0.35354,0.00038072,0.48199,-0.47453,0.30869,-0.33668,0,0
1391.2,-1.3539,1.1932,0.8303,-0.65868,0.059721,0.44634,0,0,0.97033,0.17684,0.11498,-0.52634,0.37791,-0.1852,0,0
1401.2,-1.2449,1.0366,0.99376,-0.84488,0.049066,0.37486,0,0,0.91567,-0.33206,-0.32613,-0.62286,0.42177,-0.1268,0,0
1411.2,-1.1377,0.811,1.104,-1.0515,0.025684,0.28292,0,0,0.52929,-0.67956,-0.40252,-0.76018,0.43022,-0.17491,0,0
1421.2,-0.91713,0.47302,1.1289,-1.3214,-0.014651,0.13381,0,0,0.09137,-0.89072,-0.32718,-0.73485,0.39635,-0.16429,0,0
1431.2,-0.60759,0.21187,0.92978,-1.5097,-0.040204,0.003175,0,0,-0.0084019,-1.03,-0.21968,-0.56722,0.32163,-0.080393,0,0
1441.2,-0.17913,-0.11884,0.6076,-1.7205,-0.028062,-0.14608,0,0,-0.025474,-0.99215,-0.22622,-0.42833,0.28433,-0.011543,0,0
1451.2,0.08423,-0.31015,0.19901,-1.8553,0.038384,-0.1953,0,0,-0.16201,-0.78898,-0.30871,-0.15583,0.24004,0.15005,0,0
1461.2,0.45025,-0.34314,-0.74102,-1.9553,0.17679,-0.019497,0,0,-0.40204,-0.47675,-0.29837,0.036135,0.19876,0.27464,1,1
1471.2,0.65652,-0.96034,-1.2486,-1.7543,0.39165,0.51797,0,0,-0.43374,-0.46028,-0.20981,0.23445,0.11877,0.38437,0,0
1481.2,0.73165,-2.3455,-1.5213,-1.0937,0.68278,1.2439,0,0,-0.22075,-0.41626,-0.24225,0.2728,0.062758,0.39037,0,0
1491.3,0.71086,-3.0111,-1.6265,-0.47624,0.87214,1.3517,0,0,-0.10205,-0.3431,-0.18989,0.23856,0.0087644,0.36884,0,0
1501.3,0.50614,-2.3341,-1.6036,0.27144,1.1716,0.93859,0,0,-0.10367,-0.24679,-0.12644,0.23341,-0.028542,0.38341,0,0
1511.3,0.15097,-1.1601,-0.9867,0.55733,1.375,0.70306,0,0,-0.21086,-0.14907,-0.12318,0.28372,-0.082195,0.45831,0,0
1521.3,-0.14946,-0.095516,-0.43612,0.72431,1.5266,0.65881,0,0,-0.27429,-0.076007,-0.055624,0.32543,-0.11246,0.5085,0,0
1531.3,-0.25615,0.36266,-0.37743,0.7715,1.6053,0.68633,0,0,-0.16657,-0.035372,-0.0859,0.33672,-0.14821,0.57648,0,0
1541.3,-0.42205,0.75891,-0.4573,0.71472,1.6946,0.68501,0,0,-0.022031,-0.033146,-0.035089,0.30578,-0.15718,0.5902,0,0
1551.3,-0.59833,0.98041,-0.54555,0.61351,1.7427,0.6532,0,0,-0.019981,-0.0095981,0.10398,0.25262,-0.15453,0.61031,0,0
1561.3,-0.8658,1.2996,-0.61974,0.53057,1.7746,0.64435,0,0,-0.06995,0.073835,0.23007,0.21864,-0.15378,0.62988,0,0
1571.3,-1.1025,1.4907,-0.55856,0.47715,1.7724,0.74141,0,0,-0.079272,0.10634,0.24911,0.18163,-0.14522,0.6522,0,0
1581.3,-1.3134,1.5067,-0.39813,0.41348,1.7418,0.93397,0,0,-0.11829,0.058266,0.22755,0.14395,-0.13,0.65693,0,0
1591.3,-1.2552,1.291,-0.45911,0.32982,1.6964,1.019,0,0,-0.15617,0.044337,0.25895,0.11197,-0.10389,0.64481,0,0
1601.3,-1.0146,1.0119,-0.57199,0.18156,1.657,0.95144,0,0,-0.20717,0.10456,0.24918,0.11061,-0.097086,0.66012,0,0
1611.4,-0.67032,0.79784,-0.62371,0.060564,1.6404,0.79287,0,0,-0.22314,0.073529,0.20675,0.097743,-0.10585,0.6953,0,0
1621.4,-0.47577,0.81221,-0.57514,-0.071176,1.605,0.64015,0,0,-0.23902,-0.1395,0.023957,0.081486,-0.12539,0.69065,0,0
1631.4,-0.39603,0.75811,-0.4166,-0.15105,1.5582,0.58527,0,0,-0.18481,-0.14438,-0.047252,0.071837,-0.13399,0.64577,0,0
1641.4,-0.45211,0.70871,-0.28887,-0.21436,1.4783,0.53775,0,0,-0.08686,0.058836,-0.030381,0.14837,-0.149,0.62604,0,0
1651.4,-0.45641,0.7067,-0.31336,-0.21704,1.4062,0.49682,0,0,-0.028789,0.076295,0.019659,0.24574,-0.17336,0.69595,0,0
1661.4,-0.35507,0.80926,-0.38805,-0.22451,1.3243,0.45195,0,0,-0.040689,0.011881,0.071864,0.2987,-0.18505,0.71884,0,0
1671.4,-0.20913,0.92189,-0.38517,-0.22964,1.2491,0.42371,0,0,-0.045879,0.029707,0.13485,0.40223,-0.20217,0.71659,0,0
1681.4,-0.13897,0.86307,-0.1962,-0.18835,1.14,0.3979,0,0,-0.14578,0.13268,0.11742,0.43757,-0.2108,0.73297,0,0
1691.4,-0.038282,0.75397,-0.011855,-0.1556,1.0317,0.35613,0,0,-0.18916,0.1233,0.10961,0.45793,-0.21386,0.70934,0,0
1701.4,0.083374,0.64536,0.004823,-0.13484,0.90294,0.30162,0,0,-0.19701,0.21121,0.15186,0.4895,-0.21931,0.67728,0,0
1711.4,0.22693,0.4727,0.015752,-0.10151,0.80453,0.2669,0,0,-0.18317,0.308,0.17967,0.53378,-0.22266,0.66223,0,0
1721.4,0.29121,0.21671,0.15252,-0.00038687,0.64966,0.17047,0,0,-0.098905,0.4127,0.16199,0.55672,-0.23136,0.65027,0,0
1731.5,0.33654,0.19117,0.24206,0.10753,0.53217,0.10939,0,0,-0.053202,0.48453,0.14546,0.585,-0.24449,0.64318,0,0
1741.5,0.44692,0.21736,0.25219,0.24216,0.38377,0.046174,0,0,-0.034883,0.51591,0.17015,0.57589,-0.25662,0.63274,0,0
1751.5,0.53589,0.2012,0.30061,0.32925,0.24729,0.0093985,0,0,-0.087506,0.50229,0.22095,0.56347,-0.27323,0.60252,0,0
1761.5,0.64324,0.17367,0.39879,0.41349,0.072153,-0.074578,0,0,-0.14842,0.54335,0.2647,0.56251,-0.28382,0.5694,0,0
1771.5,0.75005,0.22333,0.40709,0.45917,-0.065274,-0.16958,0,0,-0.18099,0.5665,0.28093,0.54758,-0.29337,0.53235,0,0
1781.5,0.8851,0.31997,0.41927,0.48481,-0.2352,-0.29434,0,0,-0.15897,0.61946,0.26152,0.54494,-0.29459,0.5042,0,0
1791.5,1.0034,0.3554,0.5252,0.47885,-0.3701,-0.39934,0,0,-0.1291,0.66604,0.27954,0.54249,-0.30076,0.45755,0,0
