0,-7417.7,-2786.6,-2472.2,-1493.6,104.46,53.344,0,-6158,3952.7,-3036,4632.7,2357.9,3045.5,0,0
10.008,-7578.2,-3133.2,-2606.7,-67.923,702.06,-1141.6,0,-5884.1,4351.6,-2788.8,3940.8,2279.1,3175.3,0,0
20.017,-13695,24085,-8081.3,-1369.8,-87.564,-4589.5,0,-5643.4,4530.1,-2378.1,3149.2,2214.1,3255.5,0,0
30.025,-11217,18163,-9540.8,-14791,-1132.3,-800.01,0,-5543.9,4528.8,-1962.7,1987.2,2119.2,3337,0,0
40.034,-3831.9,-11368,-4756.4,-13106,-653.6,2068.2,0,-5926.3,4054.9,-1719,899.47,2000.8,3404.1,0,0
50.042,-5891.9,-27381,-3781.7,-4811.9,-790.36,-114.69,0,-6330.2,3151.5,-1571,-392.13,1793,3481.6,0,0
60.05,-5656.7,-17430,-9276.9,-1892.7,-231.61,-967.98,0,-6994.4,2001.7,-1553.2,-1347.2,1577.1,3562,0,0
70.059,-5506.5,-14617,-6797.1,1638.6,139.82,400.81,0,-7460.2,1061.2,-1697.6,-2182.6,1293.8,3686.7,0,0
80.067,-6702.6,-12855,-3298.7,5056.4,56.49,885.17,0,-7895.3,-163.27,-2038.2,-2703.5,1058.9,3823.7,0,0
90.076,-7085.2,-8426.1,-4092.4,7207.3,51.654,932.55,0,-8412.5,-1463.1,-2116.4,-3001.5,760.8,4035.7,0,0
100.08,-7047.6,-3298.7,-5115.6,7752.1,218.16,1114.7,0,-9015.7,-3672.4,-2211.9,-2972.7,483.48,4177.1,0,0
110.09,-7402.3,-572.34,-3521.2,7867.9,357.04,1197.8,0,-9330.5,-5551.8,-2229.6,-2504.2,146.21,4162,0,0
120.1,-8142.4,2066.4,-1259.6,7636.5,165.22,1200.9,0,-9406.7,-7132.1,-2137.1,-1972.9,-135.2,4049.6,0,0
130.11,-8193,3541.4,-1615.5,6327,-149.58,1281.8,0,-9344.9,-8333.2,-2040,-1304.7,-407.09,3785,0,0
140.12,-7563.8,3663.7,-3179.1,4878.6,-159.02,1238.7,0,-20667,-23768,-2691.1,-926.98,-552.3,3885,0,0
150.13,-7198.6,3501.6,-3813.1,3607.7,79.097,934.63,0,-10506,-28959,3857.8,3827.1,-830.05,4494.2,0,0
160.13,-7727.7,4331.1,-2859.1,2295.1,352.54,250.21,0,-8553.2,-15027,3529.1,9732.8,-1678.2,3006.3,0,0
170.14,-8334.9,5424.5,-1195.9,1421.3,400.38,-106.19,0,-10488,-1263,5490.2,6327.1,-1553.1,637,0,0
180.15,-8200.6,5634,-1278.2,288.6,197.31,-56.576,0,-7971.6,484.99,3881.7,-365.34,-925.73,598.98,0,0
190.16,-7853.8,4638.4,-2382.9,-506.2,95.605,10.229,0,-7444.3,-5921.4,2129.8,-4035.5,-517.72,-1047.4,0,0
200.17,-7738.5,2955.7,-2899.5,-1278.1,171.73,-186.54,0,-8498.8,-7116.5,-742.81,-6369.2,-551.06,-3231.4,0,0
210.18,-7814.5,1849,-2725.5,-1916.9,209.58,-465.78,0,-10203,-6779.5,-2412.2,-7810,-511.39,-4137.6,0,0
220.18,-7849.3,829.28,-2584.4,-2616,168.94,-762.67,0,-10681,-9078.5,-3515.2,-7979.4,-441.98,-4408.6,0,0
230.19,-7649.3,-180.6,-2673.9,-3111.6,113.45,-909.14,0,-9952.9,-10424,-4846.3,-7081.2,-364.78,-4779.2,0,0
240.2,-7331.3,-1810.8,-2947.6,-3616.1,57.633,-977.69,0,-8243.9,-10551,-4739.5,-5677.6,-254.5,-4973.9,0,0
250.21,-7049.8,-3030.8,-3475.3,-3803.2,55.077,-984.02,0,-7034.8,-9822.2,-4093.9,-3924.9,-126.79,-4927.2,0,0
260.22,-7073.8,-4212.5,-3784.9,-3442.1,128.6,-852.43,0,-6435.4,-7742.6,-3713.2,-2591.6,10.787,-4862.6,0,0
270.23,-7318.5,-5059.1,-3593.7,-2688.2,174.63,-642.6,0,-6539.5,-5839.1,-3529.7,-1380.4,194.12,-4763,0,0
280.24,-7546.8,-5684.2,-3216.2,-1103.9,119.04,-278.2,0,-7171,-4105.3,-3546.3,-610.01,291.84,-4653.5,0,0
290.24,-7391.7,-5756.6,-3266.6,628.1,37.345,155.03,0,-7787.2,-3104.8,-3682.1,43.28,298.61,-4541,0,0
300.25,-7260.5,-5308.5,-3261.6,1922.2,19.823,474.15,0,-8240.3,-2147.6,-3727.4,475.58,274.76,-4477.2,0,0
310.26,-7338.6,-4088.8,-3363.8,3411.4,45.742,834.53,0,-8206.4,-1265.6,-3668.7,728.89,219.97,-4410.7,0,0
320.27,-7751.9,-2347,-3198.8,4623.4,49.198,1136.4,0,-7764.7,-269.43,-3482.3,769,176.65,-4352.3,0,0
330.28,-8088.9,-958.12,-3048.1,5570.4,8.1732,1306.3,0,-7386,519.86,-3346.1,589.19,114.8,-4283.6,0,0
340.29,-8062.3,542.31,-3268.5,5861.3,3.816,1283.4,0,-7110.8,1406.1,-3344.1,315.01,65.248,-4221.6,0,0
350.29,-8000.9,1691.1,-3285.5,5820.3,49.81,1119.6,0,-7053.1,2114.5,-3476,-186.75,13.323,-4140.6,0,0
360.3,-8069.9,3287.4,-2842.9,5466.9,103.5,771.83,0,-7063.8,2680.4,-3683.4,-647.74,-14.361,-4069.5,0,0
370.31,-8228.4,4567.8,-2318,4859.1,108.73,488.71,0,-6991.8,2921.7,-3786.2,-1228.3,-2.2604,-3974.1,0,0
380.32,-8135.8,5564.4,-1773,3223.4,92.879,151.59,0,-6770.2,2986.6,-3982.7,-1673.3,18.571,-3871.4,0,0
390.33,-7754.5,5487.3,-1778.1,1466.4,63.874,-129.37,0,-6661.5,2963,-4267.3,-1999.3,62.65,-3663.1,0,0
400.34,-7218.3,4300.3,-2212.8,-776.4,20.848,-520.58,0,-6605.7,2780.6,-4553.9,-2125.3,111.31,-3427.4,0,0
410.34,-6962.7,3128,-2594.2,-2280.5,7.0668,-799.22,0,-6644.1,2535.3,-4799.5,-2053.3,197.07,-3042,0,0
420.35,-7085,1317.3,-2757.8,-3794,71.35,-1064.2,0,-6706.4,2188.6,-4929.3,-1833,262.76,-2669.9,0,0
430.36,-7454.3,-165.59,-2463.6,-4745.5,111.85,-1246.5,0,-6650.3,1891.3,-4915.9,-1359.1,342.89,-2169.2,0,0
440.37,-7985.3,-1770.4,-2766.1,-5254.9,121.16,-1391.2,0,-6320.6,1676.4,-4732,-907.6,413.17,-1736.4,0,0
450.38,-8113.5,-3028.8,-3296.3,-5077,145.69,-1327,0,-5981.1,1515.4,-4493.9,-516.05,473.28,-1320.5,0,0
460.39,-7878.9,-4837.8,-3364.2,-3970.6,197.04,-966.15,0,-5602.8,1292.4,-4246.4,-17.49,540.4,-738.53,0,0
470.39,-7472.7,-6097.1,-3029.3,-2751.6,240.64,-679.26,0,-5393.1,1026.1,-3913.9,350.91,567.08,-288.97,0,0
480.4,-6781.9,-6270.9,-2861.7,-936.09,238.71,-390.29,0,-5389.8,550.83,-3495.8,667.43,562.64,231.36,0,0
490.41,-6495.6,-5638.4,-2822.6,462.51,249.47,-141,0,-5435.9,-60.899,-3167.9,911.07,502.56,748.74,0,0
500.42,-6934.7,-4343.5,-2843.4,1732.2,253,171.31,0,-5428.8,-956.31,-2842.8,1049.8,431.87,1084.2,0,0
510.43,-7318.4,-3258.9,-3085,2434.2,231.57,359.87,0,-5441.2,-1801.9,-2466.2,1135.8,361.61,1320.8,0,0
520.44,-7627.5,-1960.7,-3403.4,2855.5,215.67,487.93,0,-5415.5,-3073.6,-1963.7,1157.5,244.03,1522.3,0,0
530.44,-7766.3,-1075.2,-3369.8,2904,216.98,519.36,0,-5441,-3989.7,-1663.8,1137.3,141.72,1594.4,0,0
540.45,-7844.9,-104.92,-3027.2,2524.3,215.61,450.95,0,-5665.6,-4971.8,-1522.2,1054.5,-1.8844,1586.5,0,0
550.46,-7809,465.7,-2740.5,1976.5,207.03,362.09,0,-5999.3,-5858.9,-1495,959.85,-146.96,1530.6,0,0
560.47,-7677.1,784.17,-2711.2,1154.9,187.6,249.76,0,-6531.9,-6941,-1610.2,898.93,-385.42,1361,0,0
570.48,-7562.2,845.18,-2768.1,404.52,191.08,123.24,0,-6913.6,-7887.2,-1859.5,874.45,-630,1140.6,0,0
580.49,-7572.4,786.87,-2764.4,-322.15,193.2,-76.35,0,-6926.6,-8727,-2148.4,952.08,-913.13,755.2,0,0
590.5,-7650.4,825.17,-2707.2,-684.28,183.41,-169.57,0,-6855.6,-8989.9,-2350.5,1085.1,-1136.9,321.11,0,0
600.5,-7882.5,615.52,-2628.4,-927.67,161.79,-227.62,0,-6725.8,-8814.1,-2747.8,1186.5,-1264.7,-38.121,0,0
610.51,-8128.2,173.92,-2796.2,-1053.5,115.35,-274.24,0,-6695.5,-8300.4,-3118.3,1250,-1351.8,-465.73,0,0
620.52,-8079.8,-55.086,-3021.6,-1002.4,72.931,-331.1,0,-6853.1,-7393.8,-3587.3,1230.4,-1376.7,-799.28,0,0
630.53,-7953.3,-181.08,-2987.4,-1024.3,50.556,-359.85,0,-6967.2,-6579.1,-3952.4,1084.6,-1351.9,-1190.3,0,0
640.54,-7818.8,-321.26,-2960,-1185.8,11.661,-395.32,0,-6896.8,-5472.4,-4402.6,892.55,-1278.7,-1483.3,0,0
650.55,-7639.3,-202.09,-3253.8,-1223,-28.351,-375.67,0,-6740.3,-4589.1,-4719.5,565.52,-1099.9,-1765.1,0,0
660.55,-7565,-199.79,-3295.4,-1194.8,-32.782,-319.11,0,-6555.8,-3659.3,-5167.3,280.35,-919.73,-1958.8,0,0
670.56,-7654.1,-364.67,-2984.9,-1297.1,-24.679,-320.18,0,-6427.1,-2962.4,-5532.8,2.4296,-629.71,-2148.9,0,0
680.57,-7639.2,-705.83,-2875.4,-1509.3,-25.53,-358.18,0,-6460,-2075.4,-5936,-147.01,-366.23,-2244.8,0,0
690.58,-7499.3,-1038.9,-2891.5,-1689.8,-20.639,-364.23,0,-6460.5,-1351,-6191.2,-208.29,-110.79,-2281,0,0
700.59,-7325.5,-1610.5,-2854.1,-1933.1,-2.4356,-355.34,0,-6273.6,-438.97,-6379.8,-190.69,263.63,-2244.4,0,0
710.6,-7262.7,-2100.4,-2836,-2085.8,6.8328,-339.54,0,-6059,255.33,-6403.4,-138.12,565.34,-2141.2,0,0
720.6,-7174.5,-2598.1,-3021.9,-2074,-19.569,-284.38,0,-5848.4,1004.4,-6293.6,-38.915,897.55,-1904.9,0,0
730.61,-7105,-2946.1,-3190.2,-1929.4,-40.764,-221.61,0,-5689,1530.6,-6181.6,71.151,1136.5,-1653.9,0,0
740.62,-7254.4,-3362.2,-2944.1,-1590.9,-24.552,-120.05,0,-5536.3,2066.5,-6020.2,257.93,1367.8,-1259,0,0
750.63,-7371.5,-3468.7,-2747,-1164.6,-18.378,-13.027,0,-5340.9,2524.7,-5856.7,436.86,1521.4,-898.55,0,0
760.64,-7495.5,-3314.9,-2740.4,-405.78,-8.2586,195.33,0,-5129.8,2980.2,-5526.2,639.75,1669.9,-403.56,0,0
770.65,-7516.7,-632.68,-2785.5,-243.42,-92.815,7.8921,0,-11938,-1669.4,-5665.7,2454.2,4264,-1259.3,0,2
780.65,-7517.3,-757.6,-2743.5,-343.62,-89.009,-33.644,0,-10803,-1533.1,-4509.3,2693.5,4172.8,-1083.1,0,2
790.66,-7437.6,-845.98,-2850.2,-454.06,-99.764,-71.649,0,-10360,-1605.5,-4274.2,2763.6,4051,-1095.1,0,2
800.67,-7324.6,-1056.3,-2819.1,-494.8,-89.63,-90.486,0,-10130,-626.98,-4025.1,2652.8,3886.1,-1109.3,0,2
810.68,-7387.7,-1261.8,-2685.8,-496.14,-51.59,-82.665,0,-9947.8,-368.66,-3715.7,2422.3,3716.9,-1033.5,0,2
820.69,-7513.4,-1140.5,-2852.5,-354.71,-34.642,-42.31,0,-9440.7,-313.74,-3367.6,1981.7,3450.8,-1023.9,0,2
830.7,-7642,-911.97,-3044.5,-111.93,1.9335,47.437,0,-9014.8,-212.59,-3139.8,1620.7,3243.5,-1033.6,0,2
840.71,-7772.6,-550.36,-2951.3,247.5,60.971,149.06,0,-8533.2,-293.95,-2885.9,1099.9,2920.6,-997.21,0,2
850.71,-7779.9,-328.95,-2754.4,401.27,100.65,196.2,0,-7878.6,-547.24,-2554.4,761.12,2683.1,-959.83,0,2
860.72,-7637.5,-102.81,-2693.9,429.36,137.1,209.32,0,-7563.2,-686.59,-2391.9,331.29,2348.9,-881.1,0,2
870.73,-7476.5,17.997,-2726.5,308.37,170,168.65,0,-7236.8,-898.06,-2146.1,129.56,2063.1,-781.19,0,2
880.74,-7353.7,76.126,-2793.3,46.498,218.73,116.32,0,-6846.6,-1040.5,-2024.9,-66.58,1626.4,-624.69,0,2
890.75,-7396.7,71.771,-2776.5,-195.52,254.09,64.617,0,-6286.5,-1191.3,-1763.1,-136.64,1289.4,-483.85,0,2
900.76,-7490.8,-17.929,-2715.8,-500.64,274.07,4.1426,0,-5752.5,-1245.4,-1500.9,-153.53,872.37,-302.11,0,2
910.76,-7582,-155.25,-2757.7,-705.36,279.72,-39.172,0,-5430.5,-1199.2,-1332.7,-141.4,534.69,-140.73,0,2
920.77,-7641.3,-300.52,-2942.2,-931,280.3,-73.98,0,-5019,-1199.1,-1182.2,-127.77,57.933,63.99,0,2
930.78,-7605.9,-441.71,-3082.5,-1025.1,268,-83.181,0,-4761.8,-1122.5,-971.52,-110.75,-291.77,221.95,0,2
940.79,-7535.5,-692.11,-3082.7,-1077.5,270.36,-84.726,0,-4483.5,-1022.5,-873.77,-106.39,-751.79,457.45,0,2
950.8,-7494,-852.92,-3037.5,-1031.9,280.45,-84.357,0,-4399.1,-987.03,-907.57,-146.21,-1094.7,613.64,0,2
960.81,-7433.1,-892.78,-3042.2,-851.57,279.65,-62.513,0,-4324.8,-1008.8,-960.51,-216.98,-1536.7,823.79,0,2
970.81,-7422,-949.69,-2925,-703.46,295.01,-26.817,0,-4321.3,-1039.5,-994.64,-277.51,-1834.6,977.38,0,2
980.82,-7520,-1041.7,-2784.4,-562.09,336.1,34.397,0,-4257.1,-1223.5,-1228.9,-368.91,-2223.9,1158.3,0,2
990.83,-7503.5,-1085.6,-2836.2,-402.97,351.78,93,0,-4221.7,-1299.6,-1423.6,-419.46,-2466.4,1277.9,0,2
1000.8,-7560.1,-1091.4,-2842.6,-312.07,398.96,96.344,0,-4203.1,-1393.6,-1639.1,-498.05,-2754.5,1442.1,0,2
1010.8,-7566.8,-927.96,-2678.5,-245.78,454.83,118.65,0,-4213.2,-1513.9,-1976.8,-564.79,-2937.4,1522.3,0,2
1020.9,-7510.5,-756.76,-2587,-220.94,502.85,156.68,0,-4421.9,-1641.5,-2335.9,-652.76,-3174.3,1610.3,0,2
1030.9,-7475,-703.93,-2528.4,-208.05,573.71,178.5,0,-4510.8,-1808.3,-2630.7,-663.21,-3334.3,1657.1,0,2
1040.9,-7462,-568.34,-2539.8,-201.38,639.05,191.6,0,-4482.6,-1968.3,-3122.8,-607.22,-3468.2,1692.9,0,2
1050.9,-7474.1,-536.43,-2443.5,-255.85,733.31,222.84,0,-4442.5,-1983.9,-3339.1,-570.13,-3522.2,1705.3,0,2
1060.9,-7511.9,-500.96,-2384,-306.55,796.26,245.45,0,-4501,-2085.5,-3654.3,-526.37,-3569.3,1705.3,0,2
1070.9,-7418.4,-511.66,-2720.5,-351.78,848.97,293.82,0,-4518.9,-2173.5,-4021.8,-480.43,-3564.4,1687.1,0,2
1080.9,-7267.3,-627.32,-3178.3,-405.02,903.54,310.7,0,-4492.2,-2265.4,-4418.8,-416.29,-3511.3,1638.3,0,2
1090.9,-7233.6,-698.57,-3209.2,-486.23,986.51,312.05,0,-4365,-2295.8,-4686.1,-399,-3423.5,1597,0,2
1100.9,-7298.5,-669.79,-3206.5,-546.47,1033.5,292.88,0,-4357.3,-2265,-4833.9,-399,-3280.3,1516.2,0,2
1110.9,-7300.1,-602.39,-3154.6,-611.26,1069.8,285.36,0,-4329.9,-2200.4,-4964.1,-441.82,-3057.8,1392.2,0,2
1120.9,-7330.9,-608.28,-3151.8,-616.56,1101.9,303.05,0,-4281.1,-1950.1,-5127.8,-527.58,-2876,1306.1,0,2
1130.9,-7313.3,-650.58,-3056.9,-556.22,1149.4,364.32,0,-4355,-1772.5,-4999,-700.17,-2634,1178,0,2
